word,review_flag,candidate_source,df_total,neg_count,neu_count,pos_count,pmi_neg,pmi_neu,pmi_pos,delta_pmi_pos_minus_neg,fisher_odds_ratio,fisher_p_value,bootstrap_ci_low,bootstrap_ci_high,bootstrap_ci_excludes_zero,direction,direction_stability,dominant_share,wilson_lower,wilson_upper,score_minus9_to9,bh_adjusted_p_value,survives_fdr,statistical_keep,statistical_reject_reasons
kuendeswa,,deterministic,14,4,0,10,-0.6477748535666521,-2.39964731797469,1.124801204457941,1.772576058024593,3.6713353798925557,0.02663670526941469,0.24649873030556999,4.002185045005346,True,POS,0.988,0.7142857142857143,0.4535091567010681,0.8827862135542308,4,0.28424316725512716,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
yedu,,deterministic,49,20,3,26,-0.23152347534291895,-1.363668020869122,0.6890286112903423,0.9205520866332613,1.9128571428571428,0.03405818149449658,0.09108849024022446,1.828788154803194,True,POS,0.9835,0.5306122448979592,0.39380863983661896,0.6629649630682484,1,0.29395319996941655,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
hausi,,deterministic,29,19,6,4,0.44304030961901386,0.2761303459321329,-1.1222532711127773,-1.5652935807317911,0.30724590956717984,0.031147957727391436,-3.461904719603936,-0.3377586659655464,True,NEG,0.9945,0.6551724137931034,0.47345104090476137,0.80059281473325,-5,0.29395319996941655,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
wega,,deterministic,25,19,2,4,0.6532580170093611,-0.8921635699312489,-0.91203556372243,-1.5652935807317911,0.30724590956717984,0.031147957727391436,-3.584203009968193,-0.4058484015615038,True,NEG,0.996,0.76,0.5657031664457093,0.8850368630659855,-5,0.29395319996941655,False,False,fails_bh_fdr
rimwe,,deterministic,22,13,7,2,0.30331554595240107,0.8733711764317267,-1.5794602246355591,-1.8827757705879602,0.22470719792831498,0.03487580338620196,-4.537321008231868,-0.3245966986836111,True,NEG,0.992,0.5909090909090909,0.3873481847631513,0.7674418380352814,-4,0.29395319996941655,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
vaya,,deterministic,21,16,2,3,0.658410504774964,-0.6460029826618516,-1.0284450558377394,-1.6868555606127034,0.27375143513203215,0.033397261740927886,-4.437251139899105,-0.2923577919014021,True,NEG,0.991,0.7619047619047619,0.5490882631704924,0.8937198697736354,-6,0.29395319996941655,False,False,fails_bh_fdr
wamai,,deterministic,19,6,1,12,-0.5446813606025476,-1.242106040988208,0.9489187477192296,1.4936001083217771,2.9377880184331797,0.02993487227752122,0.18084939200630376,3.2251909140204855,True,POS,0.989,0.631578947368421,0.41039533164803066,0.8085048725486492,3,0.29395319996941655,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
vatanga,,deterministic,17,11,5,1,0.43456007923065343,0.7884822788452137,-1.9538557394170581,-2.3884158186477116,0.1328002781157657,0.03461588645081339,-4.561126251044689,-0.6550906877660994,True,NEG,0.9965,0.6470588235294118,0.41300363485218694,0.8269027960275627,-5,0.29395319996941655,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
nawo,,deterministic,15,10,4,1,0.4784022525104934,0.6740623682083218,-1.7787690328589658,-2.257171285369459,0.1461185468451243,0.0342596016487251,-4.389748078218918,-0.4805726794453501,True,NEG,0.994,0.6666666666666666,0.41713547738519774,0.8482367556028526,-5,0.29395319996941655,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
kurohwa,,deterministic,14,11,2,1,0.7058621010480479,-0.07771922308732648,-1.6825537175996637,-2.3884158186477116,0.1328002781157657,0.03461588645081339,-4.48511309514893,-0.6999100981981338,True,NEG,0.998,0.7857142857142857,0.524107694133997,0.9242861328730683,-6,0.29395319996941655,False,False,fails_bh_fdr
vaye,,deterministic,14,11,2,1,0.7058621010480479,-0.07771922308732648,-1.6825537175996637,-2.3884158186477116,0.1328002781157657,0.03461588645081339,-4.504046420233398,-0.6549048213293618,True,NEG,0.9955,0.7857142857142857,0.524107694133997,0.9242861328730683,-6,0.29395319996941655,False,False,fails_bh_fdr
yanga,,deterministic,14,10,3,1,0.5746175677697956,0.4077076040829155,-1.6825537175996637,-2.257171285369459,0.1461185468451243,0.0342596016487251,-4.401083248461401,-0.5426039775793172,True,NEG,0.9975,0.7142857142857143,0.4535091567010681,0.8827862135542308,-6,0.29395319996941655,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
imwe,,deterministic,91,37,13,41,-0.2466000076695538,-0.3024786589676909,0.4498043698696357,0.6964043775391895,1.632684334820257,0.036272989022488655,0.041113967628457544,1.3558421244123113,True,POS,0.98,0.45054945054945056,0.3523976853313362,0.5527071062660257,0,0.30036580383534467,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
nani,,rag_recovered,44,18,2,24,-0.2259989252188408,-1.6954716589261523,0.7294411899555637,0.9554401151744045,1.9614197530864197,0.03912507634100059,0.11342601887318847,1.8498795131032917,True,POS,0.985,0.5454545454545454,0.40066183198961974,0.6829476585777909,1,0.31839717298193587,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
haasi,,deterministic,45,29,7,9,0.41512954928175283,-0.142570367437294,-0.6694023499483563,-1.0845318992301092,0.4526010872584421,0.04528371972708639,-2.3790299234004952,-0.14734884527325048,True,NEG,0.988,0.6444444444444445,0.4983581419637687,0.7678091739578413,-4,0.3616361899058082,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
usina,,deterministic,23,17,2,4,0.6149753053859373,-0.7743270796373913,-0.7941990734285724,-1.4091743788145097,0.3435726511125124,0.046736880475115046,-3.39535711896208,-0.13517678889036314,True,NEG,0.987,0.7391304347826086,0.5352999516257462,0.8745138395501366,-5,0.3616361899058082,False,False,fails_bh_fdr
zvine,,deterministic,15,4,2,9,-0.7439901688259543,-0.17393453834662864,0.8841959798634651,1.6281861486894194,3.3029344073647873,0.04653351384943791,-0.04724049648524948,3.706279807026941,False,POS,0.972,0.6,0.357468301206246,0.8017550385865841,3,0.3616361899058082,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
zviri,,deterministic,72,28,12,32,-0.3067379357315847,-0.07771922308732648,0.4329234998202738,0.7396614355518585,1.681999115435648,0.04771246047598275,0.031656428383676195,1.464003046886795,True,POS,0.98,0.4444444444444444,0.33539070561321394,0.559126091341948,0,0.3632303442687719,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
kwedu,,deterministic,42,17,3,22,-0.23982677907412686,-1.1437023369272135,0.672926936998727,0.9127537160728538,1.9027620300240373,0.04971432118821208,0.010162845513765142,1.8747581383341108,True,POS,0.9765,0.5238095238095238,0.3772246413134498,0.6664039876929454,1,0.36664311876306405,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
rino,,rag_recovered,19,6,2,11,-0.5446813606025476,-0.5051404468220024,0.8286245140015183,1.3733058746040658,2.6919385796545106,0.04946654013950676,0.028662285573157167,3.124971065268377,True,POS,0.9775,0.5789473684210527,0.3627590353425504,0.7685810871754576,2,0.36664311876306405,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
haina,,deterministic,32,22,4,6,0.5097664234198289,-0.3941091344332577,-0.7314633180806087,-1.2412297415004376,0.39801462904911183,0.05189260316829791,-2.7722117499406957,-0.19888634974322797,True,NEG,0.9915,0.6875,0.5143332169904459,0.8204745836639026,-4,0.3768201337759479,False,False,fails_bh_fdr
akanaka,,deterministic,24,9,1,14,-0.3265011905530155,-1.5714136662411686,0.8337359278191165,1.160237118372132,2.2849090443248783,0.055790174081172136,0.020558877441569062,2.642169628638746,True,POS,0.9765,0.5833333333333334,0.3883466586522876,0.7553239739018824,2,0.3912750315134322,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
wanga,,deterministic,13,9,3,1,0.5333211513987255,0.51080109704702,-1.5794602246355591,-2.1127813760342846,0.1623964308476737,0.05637013165871481,-4.296674940845208,-0.30979011273351703,True,NEG,0.9875,0.6923076923076923,0.42369343180549035,0.8731929634428948,-6,0.3912750315134322,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
obva,,deterministic,11,9,1,1,0.7646466975051798,-0.48026577818297334,-1.3481346785291048,-2.1127813760342846,0.1623964308476737,0.05637013165871481,-4.2755603661286905,-0.28183225531190337,True,NEG,0.9875,0.8181818181818182,0.523019438039156,0.9486323102539149,-7,0.3912750315134322,False,False,fails_bh_fdr
mashoko,,deterministic,26,7,7,12,-0.7807487188360724,0.6373038181982036,0.5064005120182795,1.287149230854352,2.5174456879526006,0.05955164810541724,0.06655333287187701,2.860075392777568,True,POS,0.9795,0.46153846153846156,0.2875585353039122,0.6454206125314121,2,0.40736779573560783,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
kuri,,deterministic,17,5,2,10,-0.6295702581890623,-0.349021244904721,0.8534991826405465,1.4830694408296088,2.9363008442056793,0.06170410291057582,0.13111030918686187,3.3654650006297757,True,POS,0.983,0.5882352941176471,0.3600544264299978,0.7838894320978518,3,0.4102019235745322,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
unofanira,,deterministic,17,5,2,10,-0.6295702581890623,-0.349021244904721,0.8534991826405465,1.4830694408296088,2.9363008442056793,0.06170410291057582,0.02554497735166853,3.294074030443252,True,POS,0.9775,0.5882352941176471,0.3600544264299978,0.7838894320978518,3,0.4102019235745322,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
kuno,,deterministic,68,28,9,31,-0.22486092867717744,-0.3917708923640584,0.46971261734614256,0.69457354602332,1.6288063000828958,0.06320354545504553,-0.049732483228568804,1.453512801575582,False,POS,0.967,0.45588235294117646,0.34304882927391533,0.5734339357131498,0,0.4143343535386318,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
vanenge,,deterministic,30,16,10,4,0.1539379219141752,0.9199137623687577,-1.1703475593138215,-1.3242854812279967,0.3651416539050536,0.06928366571787047,-3.262157655721153,-0.06848038804102133,True,NEG,0.98,0.5333333333333333,0.36142299619873297,0.6976761109230025,-4,0.43602520291779817,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
nxaa,,deterministic,22,16,2,4,0.5928221631473862,-0.7115913242894294,-0.7314633180806105,-1.3242854812279967,0.3651416539050536,0.06928366571787047,-3.4664963396248942,-0.013467745127816216,True,NEG,0.975,0.7272727272727273,0.5184826598759762,0.8684923971201053,-5,0.43602520291779817,False,False,fails_bh_fdr
makumi,,deterministic,12,2,4,6,-1.281646954768755,0.9844024888204714,0.6470483051731204,1.9286952599418754,4.401149425287357,0.06886753962815348,0.06693424374996365,4.648143084621238,True,POS,0.978,0.5,0.2537815976337061,0.7462184023662939,3,0.43602520291779817,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
neharare,,deterministic,12,4,0,8,-0.4336500482138046,-2.1855225126218425,1.0340714282823686,1.4677214764961732,2.9348159509202456,0.07988261322063411,-0.09130780449833274,3.4663276784456345,False,POS,0.9685,0.6666666666666666,0.39062208887279953,0.8618799089087867,3,0.4961130715807802,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
varume,,deterministic,65,36,15,14,0.19668269746117417,0.3791069860023075,-0.5849772296031253,-0.7816599270642994,0.5671919036638483,0.08223005894367903,-1.787045046766404,0.04688437848526209,False,NEG,0.967,0.5538461538461539,0.43337818677803974,0.6683047252333449,-3,0.5040595820963182,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
vangu,,deterministic,66,25,13,28,-0.34257595341108615,0.15793874381516204,0.36807235547030537,0.7106483088813915,1.6471097372488408,0.0908808107960911,-0.06366359459923529,1.494727321453561,False,POS,0.9665,0.42424242424242425,0.3124251014854188,0.5443934677590571,0,0.5048099285490536,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
shuwa,,deterministic,52,32,8,12,0.34840343548093955,-0.16844899926290058,-0.47992455108464505,-0.8283279865655846,0.5470910138248848,0.08928114605752321,-1.8843036956527424,0.03157049290321428,False,NEG,0.9695,0.6153846153846154,0.4795987371581939,0.7352953621978379,-3,0.5048099285490536,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
rangu,,deterministic,21,7,3,11,-0.4790930189749716,-0.16057615549160964,0.6877619781616691,1.1668549971366406,2.306772689882095,0.09276898897571331,-0.08666239510796175,2.6995066649151265,False,POS,0.964,0.5238095238095238,0.3236953458284443,0.7165599389846583,2,0.5048099285490536,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
vanoita,,deterministic,18,11,5,2,0.35438973054666967,0.70831193016123,-1.2970604939348345,-1.6514502244815041,0.26570216317729706,0.088317040218674,-4.337417893956706,-0.05971997897950758,True,NEG,0.978,0.6111111111111112,0.3861904160223791,0.7969475342783638,-4,0.5048099285490536,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
mbuya,,deterministic,15,11,2,2,0.6096467857887458,-0.17393453834662864,-1.0418034386927584,-1.6514502244815041,0.26570216317729706,0.088317040218674,-4.283263813559313,-0.07336241016609014,True,NEG,0.98,0.7333333333333333,0.4804956594401943,0.8910254667430761,-5,0.5048099285490536,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
anopenga,,deterministic,13,11,0,2,0.8089555940121524,-2.2965538250105855,-0.8424946304693517,-1.6514502244815041,0.26570216317729706,0.088317040218674,-4.3167961088562254,-0.09037647539565206,True,NEG,0.9815,0.8461538461538461,0.5776536898051745,0.9567418216419186,-6,0.5048099285490536,False,False,fails_bh_fdr
moda,,rag_recovered,12,8,3,1,0.48388779159422235,0.621832409435763,-1.4684289122468162,-1.9523167038410385,0.18274378585086043,0.09304759276221963,-4.135519235099572,-0.06347881375917824,True,NEG,0.977,0.6666666666666666,0.39062208887279953,0.8618799089087867,-5,0.5048099285490536,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
jonso,,deterministic,10,8,1,1,0.7354265585901878,-0.3490212449047192,-1.2168901452508507,-1.9523167038410385,0.18274378585086043,0.09304759276221963,-4.174777067435025,-0.08200523443985326,True,NEG,0.9805,0.8,0.49016247153664183,0.9433178485456247,-6,0.5048099285490536,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
kumwe,,deterministic,10,8,1,1,0.7354265585901878,-0.3490212449047192,-1.2168901452508507,-1.9523167038410385,0.18274378585086043,0.09304759276221963,-4.120202309759712,-0.06895687820647686,True,NEG,0.9775,0.8,0.49016247153664183,0.9433178485456247,-6,0.5048099285490536,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
nokuti,,deterministic,10,8,1,1,0.7354265585901878,-0.3490212449047192,-1.2168901452508507,-1.9523167038410385,0.18274378585086043,0.09304759276221963,-4.106967121124455,-0.20088584061321474,True,NEG,0.9845,0.8,0.49016247153664183,0.9433178485456247,-6,0.5048099285490536,False,False,fails_bh_fdr;wilson_lower_not_above_threshold
nema,,deterministic,51,33,5,13,0.41986980339316204,-0.7687352313930376,-0.3411482482129964,-0.7610180516061584,0.5747913246952817,0.09807365598580772,-1.7823944606010906,0.03643994505773601,False,NEG,0.9685,0.6470588235294118,0.5098605845450523,0.7636551154847915,-4,0.5171937151409174,False,False,fails_bh_fdr;bootstrap_ci_includes_zero
mdara,,deterministic,20,5,6,9,-0.8578392458621789,0.8012213906758916,0.4808402856322562,1.338679531494435,2.641657077100115,0.09971319508013449,-0.13828491847953275,3.2978857463760853,False,POS,0.9585,0.45,0.2581978582556243,0.6579146575496577,2,0.5171937151409174,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
uchida,,deterministic,19,5,5,9,-0.7856894601063438,0.6323630769279323,0.5529900713880913,1.338679531494435,2.641657077100115,0.09971319508013449,-0.19005264771644273,3.3810759846486858,False,POS,0.963,0.47368421052631576,0.2732980516117956,0.6829219075488682,2,0.5171937151409174,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
utore,,deterministic,16,5,2,9,-0.5446813606025493,-0.264132347318208,0.7939981708918857,1.338679531494435,2.641657077100115,0.09971319508013449,-0.25264866256933793,3.0981658234921494,False,POS,0.953,0.5625,0.331785563988119,0.7690134759450765,2,0.5171937151409174,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
zvisina,,deterministic,19,15,0,4,0.7090752316432347,-2.827068541709366,-0.5250124406131835,-1.2340876722564182,0.3895865237366003,0.10215431652015954,-3.112580542609196,0.1201780083314334,False,NEG,0.9665,0.7894736842105263,0.5666572155618583,0.9149232336708375,-5,0.5240960586686445,False,False,fails_bh_fdr;bootstrap_ci_includes_zero
henyu,,deterministic,27,19,2,6,0.5443236454561964,-1.0010979414844137,-0.4904552185768143,-1.0347788640330107,0.461222020568663,0.104400238233399,-2.6620637956959055,0.08768710520020483,False,NEG,0.9635,0.7037037037037037,0.5151931703585185,0.8414695953022023,-4,0.5298592736146702,False,False,fails_bh_fdr;bootstrap_ci_includes_zero
chiri,,deterministic,33,11,7,15,-0.5022460942821523,0.2991350823036294,0.4785718967358559,0.9808179910180082,2.0027262241795114,0.10744501122124016,-0.07033831204617992,2.1987308098929628,False,POS,0.966,0.45454545454545453,0.29842938513876116,0.6201406146378254,1,0.5395111201747378,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
sadza,,deterministic,221,80,70,71,-0.4199648703217935,0.8067221409966585,-0.040826774969875856,0.37913809535191767,1.3080599214145383,0.11112443415429496,-0.08685902485098487,0.8326856639923308,False,POS,0.947,0.3212669683257919,0.26320742160579685,0.3854338903018942,0,0.5521129781139708,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
yacho,,deterministic,68,33,21,14,0.008338247615853334,0.7865663488944543,-0.6495863110262015,-0.6579245586420548,0.6192439382293341,0.13867786454256625,-1.699679113955404,0.168031782725084,False,NEG,0.9345,0.4852941176470588,0.3705084547256065,0.6016524669367487,-3,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
vacho,,deterministic,65,36,14,15,0.19668269746117417,0.2828916707430045,-0.4887619143438222,-0.6854446118049964,0.6079392541330257,0.11591199272560374,-1.6444851566910947,0.08615866908569088,False,NEG,0.962,0.5538461538461539,0.43337818677803974,0.6683047252333449,-3,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
haana,,deterministic,63,38,9,16,0.3183829940413432,-0.2824234961756975,-0.35382579060695907,-0.6722087846483022,0.614251012145749,0.12514423885584147,-1.584590096059794,0.12825452279505042,False,NEG,0.9505,0.6031746031746031,0.47980918511657444,0.7146808848095354,-3,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
navo,,deterministic,40,22,10,8,0.1922842335636581,0.5108010970470191,-0.6619223848275313,-0.8542066183911894,0.5310931399888456,0.1379303833504953,-2.3070103875856125,0.17569580612522398,False,NEG,0.948,0.55,0.39829091798932054,0.6929469218909508,-3,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ndivo,,deterministic,34,12,7,15,-0.42438712688483715,0.2566998159832332,0.4361366304154597,0.8605237573002968,1.8353517877739332,0.11976443245857923,-0.2845705594003731,2.0262338272446616,False,POS,0.9315,0.4411764705882353,0.2888348224624216,0.6054610074379694,1,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
wenyu,,deterministic,26,16,5,5,0.35675480491386313,0.1898448412269822,-0.6780240591191475,-1.0347788640330107,0.4566018766756032,0.12615819513811405,-2.7926142194758334,0.21287602997205451,False,NEG,0.9505,0.6153846153846154,0.4253485008511553,0.7757140556428721,-4,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
nharo,,deterministic,25,16,4,5,0.4122499175055667,-0.04416666337629849,-0.622528946527444,-1.0347788640330107,0.4566018766756032,0.12615819513811405,-2.7360534694877408,0.18441034513747087,False,NEG,0.9475,0.64,0.44518497748164865,0.7975211922554178,-4,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
wevanhu,,deterministic,23,16,2,5,0.5300864077994243,-0.7743270796373913,-0.5046924562335864,-1.0347788640330107,0.4566018766756032,0.12615819513811405,-2.941653117012301,0.22196882219886627,False,NEG,0.946,0.6956521739130435,0.49134243731240795,0.8439597554678597,-4,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
nemari,,deterministic,21,16,0,5,0.658410504774964,-2.967931077549215,-0.3763683592580467,-1.0347788640330107,0.4566018766756032,0.12615819513811405,-2.7966579667578197,0.213048871789759,False,NEG,0.945,0.7619047619047619,0.5490882631704924,0.8937198697736354,-5,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero
handiti,,deterministic,17,10,5,2,0.30331554595240107,0.7884822788452137,-1.2168901452508507,-1.5202056912032518,0.29234889058913544,0.13942495843929167,-4.14027010705633,0.18318930885301066,False,NEG,0.962,0.5882352941176471,0.3600544264299978,0.7838894320978518,-4,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
vakadai,,deterministic,15,10,3,2,0.4784022525104934,0.31149228882361335,-1.0418034386927584,-1.5202056912032518,0.29234889058913544,0.13942495843929167,-4.156210990582102,0.24323281390855098,False,NEG,0.9575,0.6666666666666666,0.41713547738519774,0.8482367556028526,-5,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
wevhu,,deterministic,15,4,4,7,-0.7439901688259543,0.6740623682083218,0.5431590620283977,1.287149230854352,2.5669796857033345,0.1340725347785678,-0.4110307027628079,3.322422304579489,False,POS,0.941,0.4666666666666667,0.24809535365737387,0.698830199745016,2,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
guru,,rag_recovered,14,4,3,7,-0.6477748535666521,0.4077076040829155,0.6393743772876999,1.287149230854352,2.5669796857033345,0.1340725347785678,-0.3345847573826878,3.3454859190049753,False,POS,0.949,0.5,0.26799202452413634,0.7320079754758637,2,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
nezanu,,deterministic,13,10,1,2,0.6777110607339001,-0.7115913242894276,-0.8424946304693517,-1.5202056912032518,0.29234889058913544,0.13942495843929167,-4.170742118096779,0.2175905781093616,False,NEG,0.957,0.7692307692307693,0.49743624053272495,0.9182047128150143,-6,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ose,,deterministic,13,4,2,7,-0.5446813606025476,0.025374269876778044,0.7424678702518044,1.287149230854352,2.5669796857033345,0.1340725347785678,-0.5361861790981426,3.377350934204542,False,POS,0.934,0.5384615384615384,0.29143795714506004,0.7679393219046169,2,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
zvangu,,deterministic,13,4,2,7,-0.5446813606025476,0.025374269876778044,0.7424678702518044,1.287149230854352,2.5669796857033345,0.1340725347785678,-0.4061453183205679,3.4947224152924043,False,POS,0.9315,0.5384615384615384,0.29143795714506004,0.7679393219046169,2,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
aine,,deterministic,12,10,0,2,0.7887423731226431,-2.1855225126218425,-0.7314633180806087,-1.5202056912032518,0.29234889058913544,0.13942495843929167,-4.1167186364570165,0.155124349107445,False,NEG,0.9635,0.8333333333333334,0.5519691377470266,0.9530348578161463,-6,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero
dzako,,deterministic,12,4,1,7,-0.4336500482138046,-0.6005600119006846,0.8534991826405474,1.287149230854352,2.5669796857033345,0.1340725347785678,-0.3105719921613111,3.4277246715272045,False,POS,0.9375,0.5833333333333334,0.31951131254954973,0.8067396863412435,2,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ibasa,,deterministic,12,4,1,7,-0.4336500482138046,-0.6005600119006846,0.8534991826405474,1.287149230854352,2.5669796857033345,0.1340725347785678,-0.3784105759103202,3.489977915961893,False,POS,0.9445,0.5833333333333334,0.31951131254954973,0.8067396863412435,2,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
maoko,,deterministic,12,10,0,2,0.7887423731226431,-2.1855225126218425,-0.7314633180806087,-1.5202056912032518,0.29234889058913544,0.13942495843929167,-4.128550631909926,0.18233886827226425,False,NEG,0.9615,0.8333333333333334,0.5519691377470266,0.9530348578161463,-6,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero
nebulawayo,,deterministic,11,4,0,7,-0.3133558144960933,-2.065228278904131,0.9737934163582587,1.287149230854352,2.5669796857033345,0.1340725347785678,-0.5112806988631405,3.484461661774228,False,POS,0.944,0.6363636363636364,0.35380117450784887,0.8483352890463243,2,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
variko,,deterministic,11,2,4,5,-1.1613527210510437,1.1046967225381827,0.5263344393870373,1.687687160438081,3.6662198391420913,0.12792982160825167,-0.3055378175762947,4.474026359816674,False,POS,0.953,0.45454545454545453,0.21271271622459764,0.719908462590678,2,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
muudze,,deterministic,10,2,3,5,-1.0301081877727896,0.8733711764317285,0.6575789726652914,1.687687160438081,3.6662198391420913,0.12792982160825167,-0.3334697135522217,4.2800020692529275,False,POS,0.9515,0.5,0.236593090512564,0.7634069094874361,3,0.5576998337571667,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
kaa,,deterministic,46,28,7,11,0.3340123431753179,-0.17393453834662953,-0.4251320782442649,-0.7591444214195828,0.5735261859062243,0.14077889116962086,-1.9154560793555446,0.15271602166569098,False,NEG,0.9495,0.6086956521739131,0.46456843231620754,0.7360677496217098,-3,0.5583835011097567,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ndizvo,,deterministic,22,14,4,4,0.4064090389165038,0.13640558226552102,-0.7314633180806105,-1.1378723569971143,0.4175235178297965,0.14941844264662701,-3.1774229717917883,0.1796367359973892,False,NEG,0.9555,0.6363636363636364,0.42951708090131013,0.8026679532963387,-4,0.587712541076733,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
seiko,,rag_recovered,11,7,3,1,0.4236097796701124,0.7421266431534743,-1.3481346785291048,-1.7717444581992172,0.20890467085495767,0.1536988884358937,-4.014138363646103,0.09702503868592988,False,NEG,0.965,0.6363636363636364,0.35380117450784887,0.8483352890463243,-5,0.5898038645670066,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
tose,,deterministic,11,7,3,1,0.4236097796701124,0.7421266431534743,-1.3481346785291048,-1.7717444581992172,0.20890467085495767,0.1536988884358937,-4.008638130302904,0.19896434680391192,False,NEG,0.9605,0.6363636363636364,0.35380117450784887,0.8483352890463243,-5,0.5898038645670066,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
ndofunga,suspected_non_content_seed,deterministic,10,7,2,1,0.5548543129483665,0.38794434926148647,-1.2168901452508507,-1.7717444581992172,0.20890467085495767,0.1536988884358937,-3.9814181054869535,0.11331084286044762,False,NEG,0.9665,0.7,0.39677814746114537,0.8922087325936989,-5,0.5898038645670066,False,False,fails_bh_fdr;bootstrap_ci_includes_zero;wilson_lower_not_above_threshold
